timestamp,usage_units,provisioned_capacity,cost_usd,availability_pct,economic_index,market_demand_index,year,month,day,day_of_week,quarter,capacity_utilization,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7,over_capacity_flag,usage_spike_flag,is_weekend,is_month_start,is_month_end,region_southeast-asia,region_west-europe,service_type_Storage
2023-01-15,482.9776468135439,570.4543511278106,38.63821174508351,99.28285496541903,99.31359752673768,103.46888586001955,2023,1,15,6,1,0.8466543306378121,328.1981284923175,137.85934450912004,218.5430534813131,251.5547577798707,158.9944224985149,0,0,1,0,0,False,False,False
2023-01-16,312.64525033289243,346.6374849865897,25.011620026631395,99.9646508595895,96.17458696587155,103.44453449295166,2023,1,16,0,1,0.9019372222395039,482.9776468135439,271.7867577542863,323.39518335564725,300.8573723947884,170.92397443923858,0,0,0,0,0,False,False,False
2023-01-17,396.0443368312297,586.1021682100668,31.683546946498375,99.84115091677064,99.37395258356712,99.68657738373112,2023,1,17,1,1,0.6757257664491051,312.64525033289243,396.49709889437486,113.4159012386432,306.6942999060179,170.46279926518696,0,0,0,0,0,False,False,False
2023-01-18,226.50982029487955,325.2553062591508,18.120785623590365,99.8951171075488,100.40026883834685,98.70748059030208,2023,1,18,2,1,0.6964062259276573,396.0443368312297,56.47706988339014,191.460191484347,306.62961961128286,170.42312671091636,0,0,0,0,0,False,False,False
2023-01-19,129.65471792453607,165.6211740008061,10.372377433962884,99.1194295123896,97.13182226153496,102.82963096909708,2023,1,19,3,1,0.782839022285309,226.50982029487955,473.65916394943633,283.45577978451473,330.9200125272099,137.82656643925992,0,0,0,0,0,False,False,False
2023-01-20,289.67776990476045,353.3224605590118,23.174221592380835,99.26655079863988,99.62618975487918,103.27964724119406,2023,1,20,4,1,0.8198679739930617,129.65471792453607,96.40574097616968,68.34881369964376,281.77652023793837,139.76447338330672,0,0,0,0,0,False,False,False
2023-01-21,133.9551608230876,205.27229118798007,10.716412865847008,99.1716398593418,94.99448095667556,104.90604562487404,2023,1,21,5,1,0.6525730289648147,289.67776990476045,328.1981284923175,338.9142407694295,309.3868100848799,113.70169694192165,0,0,1,0,0,False,False,False
2023-01-22,201.47192518726425,245.6665670362796,16.11775401498114,99.06274122076805,98.79606264220725,99.9720440186626,2023,1,22,6,1,0.8201031488241184,133.9551608230876,482.9776468135439,137.85934450912004,281.6378147035614,130.76748192537204,0,0,1,0,0,False,False,False
2023-01-23,226.60029834018596,393.5881974450698,18.128023867214875,99.43474355948452,98.64717395903192,99.3959742471843,2023,1,23,0,1,0.5757294040094048,201.47192518726425,312.64525033289243,271.7867577542863,241.42271161409286,97.6122142348676,0,0,0,0,0,False,False,False
2023-01-24,393.1064085833107,386.2999276527348,31.44851268666486,99.33866093122874,102.5739499276992,103.12560477556843,2023,1,24,1,1,1.017619679537436,226.60029834018596,396.0443368312297,396.49709889437486,229.1305756151348,92.42857050068045,1,0,0,0,0,False,False,False
2023-01-25,368.2573854410294,415.7144131655964,29.46059083528235,99.57052547656514,97.3171096844006,107.94559225037165,2023,1,25,2,1,0.8858422363487722,393.1064085833107,226.50982029487955,56.47706988339014,228.7108715797178,91.54678305176148,0,0,0,0,0,False,False,False
2023-01-26,274.2654977327659,369.6720786435845,21.94123981862127,99.90569744205742,102.1609197380107,100.63794544491212,2023,1,26,3,1,0.7419156424772781,368.2573854410294,129.65471792453607,473.65916394943633,248.9605237434535,105.58008566768834,0,0,0,0,0,False,False,False
2023-01-27,437.8035294560828,628.1043126401366,35.02428235648662,99.36957622311697,101.66644775524148,101.8292153851846,2023,1,27,4,1,0.69702360045236,274.2654977327659,289.67776990476045,96.40574097616968,269.61920657320064,91.56229674403505,0,0,0,0,0,False,False,False
2023-01-28,239.64104776662407,420.3219557604796,19.17128382132993,99.80926912612104,97.51699753810176,103.00289189091882,2023,1,28,5,1,0.5701368783675518,437.8035294560828,133.9551608230876,328.1981284923175,290.78002936624665,111.84146716219415,0,0,1,0,0,False,False,False
2023-01-29,173.3248493092427,293.0768897620855,13.865987944739416,99.64490618446834,99.06170455961012,105.84121322642146,2023,1,29,6,1,0.5913971908530374,239.64104776662407,201.47192518726425,482.9776468135439,305.87801321532334,92.6252259495863,0,0,1,0,0,False,False,False
2023-01-30,348.65202441319167,537.2813774916481,27.892161953055336,99.49843419513708,101.21513372866272,101.89939553562742,2023,1,30,0,1,0.6489188701103108,173.3248493092427,226.60029834018596,312.64525033289243,301.85700237560593,98.34728028797497,0,0,0,0,0,False,False,False
2023-01-31,361.5244540330336,534.379671314791,28.921956322642693,99.2471713287706,96.9468962766045,104.97089962384548,2023,1,31,1,1,0.6765310760110627,348.65202441319167,393.1064085833107,396.0443368312297,319.2929632431782,93.48015716882011,0,0,0,0,1,False,False,False
2023-02-01,79.41035335952407,156.16261416903393,6.352828268761925,99.53409637945158,98.69883031688629,107.3212478922286,2023,2,1,2,1,0.5085106559087729,361.5244540330336,368.2573854410294,226.50982029487955,314.78125545028144,90.0220567941892,0,0,0,1,0,False,False,False
2023-02-02,222.9469912218568,365.2835021066093,17.83575929774854,99.21607134898642,99.66855389370676,103.72888202934809,2023,2,2,3,1,0.6103396127558723,79.41035335952407,274.2654977327659,129.65471792453607,273.5173937243521,121.95945045875597,0,0,0,0,0,False,False,False
2023-02-03,150.7179266701804,267.37332279099485,12.057434133614432,99.58701053549328,99.96338675058642,105.85374878655048,2023,2,3,4,1,0.5636984464153003,222.9469912218568,437.8035294560828,289.67776990476045,266.1861785085079,123.44042035943244,0,0,0,0,0,False,False,False
2023-02-04,408.8417097231177,547.3630399616343,32.70733677784941,99.84207591180328,100.81123518628075,107.09703159051348,2023,2,4,5,1,0.7469296972476881,150.7179266701804,239.64104776662407,133.9551608230876,225.17394953909334,102.9009279453938,0,0,1,0,0,False,False,False
2023-02-05,392.4625561259126,509.89054028761245,31.39700449007301,99.49843419513708,102.41796388821294,102.92501423841078,2023,2,5,6,1,0.7696996220101229,408.8417097231177,173.3248493092427,201.47192518726425,249.34547267573524,124.47644845298616,0,0,1,0,0,False,False,False
2023-02-06,123.63071953625114,286.6964383112384,9.89045756290009,99.49843419513708,102.2437063788537,108.56835451899204,2023,2,6,0,1,0.4312251671645718,392.4625561259126,348.65202441319167,226.60029834018596,280.650859363831,129.6209159210234,0,0,0,0,0,False,False,False
2023-02-07,109.0601949570744,386.2999276527348,8.724815596565952,99.91163936933752,102.49840353497508,107.06757783519026,2023,2,7,1,1,0.28231999840060623,123.63071953625114,361.5244540330336,393.1064085833107,248.50495866712518,137.6027763815197,0,0,0,0,0,False,False,False
2023-02-08,328.1700804431536,474.61377514109233,26.25360643545229,99.55405219665204,98.24736266405164,106.29578795074455,2023,2,8,2,1,0.6914465985434067,109.0601949570744,79.41035335952407,368.2573854410294,212.43863594198817,136.1207324133042,0,0,0,0,0,False,False,False
2023-02-09,253.54322803323507,389.3872131686096,20.283458242658806,99.52113863432676,99.26095676635552,106.76342180108328,2023,2,9,3,1,0.6511339341886597,328.1700804431536,222.9469912218568,274.2654977327659,247.97573981107806,127.8215981854366,0,0,0,0,0,False,False,False
2023-02-10,494.442303681226,521.6619581354729,39.55538429449808,99.8583611811612,96.87638627720904,110.48976981541009,2023,2,10,4,1,0.9478212776880731,253.54322803323507,150.7179266701804,437.8035294560828,252.34663078413215,127.34532554563881,0,0,0,0,0,False,False,False
2023-02-11,211.65501622989456,338.3861694881815,16.932401298391564,99.16188863385918,100.74856011115462,106.4426566281624,2023,2,11,5,1,0.6254836494943887,494.442303681226,408.8417097231177,239.64104776662407,301.4501132142815,146.4609442013968,0,0,1,0,0,False,False,False
2023-02-12,142.62854451654573,386.2999276527348,11.41028356132366,99.26705211540182,100.0967702365716,105.36934928565027,2023,2,12,6,1,0.36921711423348225,211.65501622989456,392.4625561259126,173.3248493092427,273.28058557239245,141.23290308738066,0,0,1,0,0,False,False,False
2023-02-13,440.66401446987743,492.5509765704069,35.25312115759019,99.6856996927039,99.93822472885684,110.87734220660089,2023,2,13,0,1,0.8946566658707811,142.62854451654573,123.63071953625114,348.65202441319167,237.59001248534008,137.61618858441014,0,0,0,0,0,False,False,False
2023-02-14,409.0161419863855,507.4211386527135,32.72129135891084,99.49843419513708,100.2409999175786,104.93723460425832,2023,2,14,1,1,0.8060683933515078,440.66401446987743,109.0601949570744,361.5244540330336,282.8804831901438,145.7869649173755,0,0,0,0,0,False,False,False
2023-02-15,323.55729175705005,481.23627883463314,25.884583340564006,99.80485588132892,99.49462862399808,107.90073528221949,2023,2,15,2,1,0.6723460096162738,409.0161419863855,328.1700804431536,79.41035335952407,325.7313327657597,129.33572559556688,0,0,0,0,0,False,False,False
2023-02-16,483.3170938569109,590.3553102664973,38.66536750855288,99.7979326242774,98.84207348961166,107.36381717026237,2023,2,16,3,1,0.8186884837856927,323.55729175705005,253.54322803323507,222.9469912218568,325.0723629534592,129.33298030508274,0,0,0,0,0,False,False,False
2023-02-17,147.53291004084906,184.76153003447817,7.265563092004909,99.02340220018588,102.44916887525228,110.60096335423792,2023,2,17,4,1,0.7985044831211242,483.3170938569109,494.442303681226,150.7179266701804,357.89720092827,137.07954294698857,0,0,0,0,0,False,False,False
2023-02-18,446.0355894026562,583.1935158311512,35.682847152212496,99.52762820868584,97.65479348627736,105.00278467440536,2023,2,18,5,1,0.7648157554820867,147.53291004084906,211.65501622989456,408.8417097231177,308.3387161225019,142.1038777610584,0,0,1,0,0,False,False,False
2023-02-19,284.431089772419,416.67651361291576,22.75448718179352,99.08823318779486,98.94506135277229,108.30641125563292,2023,2,19,6,1,0.6826184833557715,446.0355894026562,142.62854451654573,392.4625561259126,341.82165514718207,143.13514190819396,0,0,1,0,0,False,False,False
2023-02-20,86.41367737306348,178.95010955079255,6.913094189845078,99.17178926983664,99.96338675058642,99.9720440186626,2023,2,20,0,1,0.48289256480469567,284.431089772419,440.66401446987743,123.63071953625114,362.07916161230685,118.0884052934544,0,0,0,0,0,False,False,False
2023-02-21,271.7867577542863,149.45411678781193,9.472894712631332,99.77295397020777,98.62266649007412,107.67764459830286,2023,2,21,1,1,1.8185297507739895,86.41367737306348,409.0161419863855,109.0601949570744,311.47197059847633,150.30940002460767,1,0,0,0,0,False,False,False
2023-02-22,290.88955915366626,349.625896116769,23.2711647322933,99.01199956689746,98.0117875339156,107.84757857325653,2023,2,22,2,1,0.832002327014456,271.7867577542863,323.55729175705005,328.1700804431536,291.8677728510336,144.29557233680353,0,0,0,0,0,False,False,False
2023-02-23,79.99341825231048,193.3068622024472,6.399473460184838,99.14866731080888,100.17729339479602,111.45786809311672,2023,2,23,3,1,0.4138157194261145,290.88955915366626,483.3170938569109,253.54322803323507,287.2009539076931,143.62657024162095,0,0,0,0,0,False,False,False
2023-02-24,331.0986059844187,419.84774112194,26.487888478753497,99.2036303895736,100.5623591245389,106.26414889052488,2023,2,24,4,1,0.7886159041838334,79.99341825231048,147.53291004084906,494.442303681226,229.58328596417869,132.2915989681378,0,0,0,0,0,False,False,False
2023-02-25,437.6164983635462,609.9890793277963,35.0093198690837,99.90973726830316,101.67512540671676,106.5874748209048,2023,2,25,5,1,0.7174169394078277,331.0986059844187,446.0355894026562,211.65501622989456,255.80695681326006,131.5077517140624,0,0,1,0,0,False,False,False
2023-02-26,122.03223572955784,225.11258112512,9.762578858364629,99.00923830362882,101.6569090313902,106.45828005867372,2023,2,26,6,1,0.5420942495512102,437.6164983635462,284.431089772419,142.62854451654573,254.60422952195862,129.5012119870299,0,0,1,0,0,False,False,False
2023-02-27,448.7881012092835,575.5360813629047,35.90304809674268,99.38761044119605,103.36218462986098,106.90437295678456,2023,2,27,0,1,0.7797740502151069,122.03223572955784,86.41367737306348,440.66401446987743,231.40439323012131,137.5629846982668,0,0,0,0,0,False,False,False
2023-02-28,197.6867391241902,295.81022503548775,15.814939129935215,99.08771442538284,100.96011916017336,105.76724687089092,2023,2,28,1,1,0.6682890664123396,448.7881012092835,271.7867577542863,409.0161419863855,283.17216806386705,142.01848458677202,0,0,0,0,1,False,False,False
2023-03-01,442.7286127180709,614.2766547405964,35.418289017445666,99.1842404036678,99.61577789455713,111.36863914523953,2023,3,1,2,1,0.7207316268677527,197.6867391241902,290.88955915366626,323.55729175705005,272.58645111671046,145.7218977802267,0,0,0,1,0,False,False,False
