timestamp,region,service_type,usage_units,provisioned_capacity,cost_usd,availability_pct,economic_index,market_demand_index
2023-01-01,East US,Compute,218.5430534813131,409.67162863509805,17.48344427850505,99.72467400239329,97.77623976390616,100.80993793093711
2023-01-01,East US,Storage,120.1975341512912,150.6525843415671,3.6059260245387357,99.85751438431718,103.15842563101478,101.70700301986416
2023-01-01,West Europe,Compute,59.263022433111104,253.84679582227008,4.741041794648888,99.82411821439241,98.83824373195297,99.12179394720205
2023-01-01,West Europe,Storage,132.53202943404523,207.295633166762,3.9759608830213566,99.5195088673159,96.55016433497393,99.04755850307639
2023-01-01,Southeast Asia,Compute,325.33380262507075,370.4426975424383,26.02670421000566,99.28922320204987,98.59331239658519,95.89289224940586
2023-01-01,Southeast Asia,Storage,403.3291826268561,459.27046341536084,12.099875478805682,,98.91123455094963,100.39397874097807
2023-01-02,East US,Compute,323.39518335564725,374.08952561935973,25.87161466845178,99.06440107705542,98.79949229978817,102.23909575832073
2023-01-02,East US,Storage,93.95245130287273,237.11439607506097,2.8185735390861817,99.4357509688022,99.97300555052414,98.22879425831566
2023-01-02,West Europe,Compute,65.47483450184828,249.15250687602904,5.237986760147862,99.25619218178402,97.46976177215471,102.5282006449428
2023-01-02,West Europe,Storage,284.0306095300149,402.4384598118052,8.520918285900446,99.18300591097027,101.47693315999082,100.6869526786074
2023-01-02,Southeast Asia,Compute,89.82162592336377,145.0985411588099,7.1857300738691015,99.04477501602143,,97.17762768915368
2023-01-02,Southeast Asia,Storage,172.10706429825316,341.27981594560043,5.163211928947595,99.35318579342665,100.68723657913692,96.818135805502
2023-01-03,East US,Compute,113.41590123864319,277.8113577743703,9.073272099091454,99.07380513724297,101.16424558942607,102.29169359141925
2023-01-03,East US,Storage,378.0532256184443,536.8818880219145,11.341596768553329,99.07330420521674,98.32156495355473,99.8977719205301
2023-01-03,West Europe,Compute,438.3965416440171,570.5902044729776,35.07172333152137,99.32758904460412,99.64453575745868,99.69543005485994
2023-01-03,West Europe,Storage,196.33249491203617,347.6616070128877,,99.63118189664166,99.85597975683933,102.52326246801658
2023-01-03,Southeast Asia,Compute,103.81741067223577,252.2014723723749,8.305392853778862,99.75317719813073,102.99086850576694,
2023-01-03,Southeast Asia,Storage,272.20801836397584,386.29992765273477,8.166240550919275,99.42326560817496,100.17409413647634,99.91818197130081
2023-01-04,East US,Compute,191.460191484347,303.00291589399353,15.31681531874776,99.89849080918682,98.93116709265298,97.69791652639452
2023-01-04,East US,Storage,389.9980123443719,451.1816821328639,11.699940370331156,99.0762101107305,98.38301279421363,99.68451018085412
2023-01-04,West Europe,Compute,468.36394355415786,633.8256118757529,37.469115484332626,99.62706971894532,100.51423374011256,101.31705005974955
2023-01-04,West Europe,Storage,133.95652649871613,314.61714622691215,4.018695794961483,99.53394881949649,98.5958938122453,100.03269997482766
2023-01-04,Southeast Asia,Compute,152.57082314387375,249.4502250965999,12.2056658515099,99.80983461826327,94.68964790487306,101.37906015580073
2023-01-04,Southeast Asia,Storage,149.9485147118286,191.52428083189153,4.498455441354858,99.33423901968959,99.67742857666798,101.49612598165227
2023-01-05,East US,Compute,283.45577978451473,429.9991923856468,22.67646238276118,,99.96289839097672,97.512638743394
2023-01-05,East US,Storage,185.39523941754635,256.6665284054905,5.56185718252639,99.03651807788098,100.12046041988205,105.78613221234502
2023-01-05,West Europe,Compute,73.16543806249521,143.32180162508527,5.853235044999617,99.89918322710699,98.8505815847732,100.01665154669469
2023-01-05,West Europe,Storage,270.2537421249034,467.6708238648115,8.107612263747102,99.23963471879638,102.28564562903004,102.363514052748
2023-01-05,Southeast Asia,Compute,156.93689479657985,308.0158375467146,12.554951583726389,99.36410530139206,102.81041061175638,103.64429949435826
2023-01-05,Southeast Asia,Storage,291.0986078336413,327.35076644343485,8.732958235009239,99.82694947063334,98.01892734973862,99.72705252816891
2023-01-06,East US,Compute,68.34881369964376,194.70954347352728,5.467905095971501,99.67078871822386,100.01828869148028,100.29993838080927
2023-01-06,East US,Storage,151.92309883907208,288.05420111277306,4.557692965172162,99.17262276471494,98.1611515315324,104.13088578450943
2023-01-06,West Europe,Compute,471.52849493153053,516.2822648778093,37.72227959452244,99.33765568753975,99.28650994846362,102.14326057154229
2023-01-06,West Europe,Storage,346.99282071538056,514.0928167515995,10.409784621461416,99.54964880348346,96.78503353087754,101.40028469153896
2023-01-06,Southeast Asia,Compute,91.89624551265464,273.39508194425343,7.351699641012372,99.8914138765917,97.1199171046324,103.41247148670163
2023-01-06,Southeast Asia,Storage,207.1443085756974,357.8163307723405,6.214329257270922,99.88813915735305,100.50098570069176,101.72391339346831
2023-01-07,East US,Compute,338.9142407694295,374.0594344685383,27.113139261554362,99.16001242695367,100.45257653899775,102.8968833141468
2023-01-07,East US,Storage,54.13867322748334,92.40355094336911,1.6241601968245,99.65686675141697,103.73154902228951,102.1497462908171
2023-01-07,West Europe,Compute,343.3825667761702,403.751042479071,27.47060534209362,99.70505742913406,98.49764115067214,98.94122434275246
